attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,AcademicRisk
57.17,41.9,93.65,71.3,2.63,6,Male,Medium Risk
50.18,68.69,97.99,67.08,3.27,1,Female,Low Risk
79.15,79.12,74.13,92.55,3.31,1,Female,Low Risk
88.88,87.82,68.01,90.56,3.34,7,Male,Low Risk
57.09,68.39,88.82,61.15,2.1,1,Female,Medium Risk
62.89,72.6,59.45,78.16,2.99,6,Female,Medium Risk
94.39,16.77,15.47,7.31,1.57,1,Male,High Risk
37.88,82.16,44.24,75.35,0.54,6,Other,High Risk
84.97,99.88,22.39,28.69,1.0,6,Male,Medium Risk
51.66,56.95,58.43,54.4,3.93,6,Male,Medium Risk
31.39,74.27,1.47,82.72,3.43,4,Female,Medium Risk
86.25,67.19,56.01,56.51,2.22,5,Male,Medium Risk
71.81,92.65,99.06,62.49,2.78,1,Female,Low Risk
50.92,40.22,71.6,56.55,3.63,8,Female,Medium Risk
50.49,74.97,95.64,82.17,2.54,3,Male,Low Risk
70.34,48.76,61.35,97.15,3.19,2,Female,Low Risk
77.5,76.91,80.27,85.43,2.37,3,Female,Low Risk
96.02,12.79,34.9,69.81,0.89,6,Male,High Risk
72.11,41.63,55.66,82.68,2.82,4,Male,Medium Risk
58.43,64.43,75.44,70.44,2.26,1,Male,Medium Risk
62.61,44.52,64.31,87.67,3.45,8,Female,Medium Risk
74.71,13.08,80.69,93.69,2.43,2,Other,Medium Risk
67.93,41.57,85.04,53.07,2.36,6,Female,Medium Risk
39.41,41.66,0.17,11.21,3.45,2,Male,High Risk
63.18,65.42,98.14,61.61,3.32,5,Male,Low Risk
87.54,68.87,63.07,97.9,2.71,1,Female,Low Risk
81.67,99.43,77.07,55.01,3.84,7,Female,Low Risk
65.34,68.92,99.63,69.81,3.94,3,Female,Low Risk
51.71,43.78,50.42,61.0,3.51,1,Female,Medium Risk
67.75,70.96,79.1,54.78,3.95,3,Female,Low Risk
73.26,87.26,65.08,94.61,2.25,3,Female,Low Risk
96.43,83.59,78.7,77.48,3.23,7,Female,Low Risk
96.61,65.31,92.9,73.87,2.69,2,Male,Low Risk
75.91,97.72,54.56,57.23,3.97,6,Male,Low Risk
48.62,44.07,90.77,57.81,1.99,2,Other,Medium Risk
97.11,89.45,70.61,81.49,3.51,7,Female,Low Risk
95.17,69.96,83.96,73.18,3.94,7,Male,Low Risk
82.46,77.11,46.82,82.07,3.55,8,Female,Low Risk
57.34,84.3,91.73,84.66,2.52,7,Female,Low Risk
69.9,94.76,61.08,70.78,2.74,7,Female,Low Risk
81.81,26.14,99.56,56.33,0.93,7,Female,Medium Risk
80.39,44.51,93.26,78.31,2.44,2,Male,Medium Risk
69.94,48.43,91.88,80.68,0.42,8,Male,Medium Risk
81.83,43.88,64.16,71.65,3.42,5,Female,Low Risk
60.05,74.52,78.89,71.57,3.36,8,Female,Low Risk
94.8,98.36,77.42,95.31,3.67,3,Male,Low Risk
8.73,4.28,63.7,15.0,2.1,6,Male,High Risk
61.62,69.59,65.24,98.41,2.79,7,Female,Low Risk
27.36,49.99,32.82,94.28,2.03,7,Female,High Risk
19.75,86.09,82.31,90.21,3.51,8,Other,Medium Risk
55.92,90.55,67.19,64.7,3.16,5,Female,Low Risk
78.98,61.26,81.32,40.42,3.44,4,Other,Low Risk
67.92,75.25,67.58,17.96,1.79,2,Other,Medium Risk
59.13,75.81,61.68,99.91,3.13,6,Female,Low Risk
65.85,45.81,87.45,62.27,3.99,7,Female,Low Risk
76.31,93.45,92.04,86.48,3.56,2,Female,Low Risk
8.12,1.58,47.72,49.43,1.63,4,Female,High Risk
79.97,92.61,83.85,91.7,3.54,3,Male,Low Risk
88.25,72.24,75.35,68.12,3.83,4,Male,Low Risk
78.14,50.01,84.24,79.33,3.63,3,Other,Low Risk
96.19,17.87,93.54,57.64,3.96,1,Female,Low Risk
57.5,55.98,92.44,68.22,3.9,5,Female,Low Risk
78.4,54.32,87.19,75.48,3.19,7,Other,Low Risk
56.56,48.41,88.79,86.0,2.56,3,Male,Medium Risk
59.75,44.73,58.36,84.09,3.33,4,Female,Medium Risk
88.68,69.75,90.49,85.55,2.18,5,Female,Low Risk
90.94,96.79,86.72,93.7,2.32,1,Male,Low Risk
4.71,71.09,28.69,65.17,2.51,7,Male,High Risk
85.38,97.6,99.92,79.77,3.94,2,Female,Low Risk
29.03,43.99,68.56,3.99,3.18,4,Male,High Risk
96.04,94.08,51.72,73.23,3.41,2,Female,Low Risk
33.38,16.9,26.05,91.21,1.24,1,Other,High Risk
93.97,58.38,52.0,27.37,1.13,2,Other,Medium Risk
51.66,58.87,74.65,62.75,2.28,8,Male,Medium Risk
86.99,65.59,81.03,55.99,3.54,2,Male,Low Risk
50.07,51.46,95.28,68.21,2.72,8,Male,Medium Risk
73.39,40.91,77.24,66.67,3.01,5,Male,Medium Risk
93.52,95.91,78.38,69.91,2.17,2,Male,Low Risk
78.27,75.12,97.21,63.85,3.84,1,Male,Low Risk
1.81,36.7,25.85,84.69,0.64,8,Other,High Risk
93.45,49.63,58.93,88.65,3.9,4,Male,Low Risk
55.53,97.75,82.24,81.71,2.62,8,Male,Low Risk
12.6,14.37,69.31,17.29,2.03,1,Other,High Risk
66.31,62.44,95.88,53.8,3.39,6,Female,Low Risk
68.94,71.26,64.11,69.03,2.74,7,Male,Medium Risk
52.26,95.61,54.32,75.62,3.95,8,Female,Low Risk
62.86,87.58,97.24,89.59,2.6,6,Female,Low Risk
77.67,9.55,74.04,28.25,0.54,3,Other,High Risk
77.37,87.58,50.51,66.31,2.98,1,Female,Low Risk
67.42,69.59,56.3,80.09,3.25,1,Male,Low Risk
79.61,93.08,62.72,66.78,3.96,1,Female,Low Risk
71.22,74.87,72.01,79.64,3.93,6,Male,Low Risk
87.21,41.36,66.47,88.45,2.76,4,Female,Low Risk
57.19,67.05,67.7,85.7,3.15,7,Male,Low Risk
91.27,74.63,52.59,97.92,2.12,1,Female,Low Risk
83.99,54.42,73.8,53.11,3.97,5,Female,Low Risk
64.97,90.28,80.03,82.43,1.03,1,Female,Medium Risk
51.58,90.57,84.96,94.85,3.86,5,Male,Low Risk
95.31,84.56,29.34,53.0,0.77,6,Male,Medium Risk
13.11,12.38,92.76,39.76,1.2,2,Female,High Risk
64.84,97.61,55.08,30.53,2.13,3,Male,Medium Risk
99.95,34.91,24.44,26.74,0.37,1,Female,High Risk
80.68,78.43,68.08,90.39,3.13,3,Female,Low Risk
67.14,69.97,60.03,80.3,2.26,5,Female,Medium Risk
63.58,21.56,92.83,92.07,3.79,7,Male,Low Risk
49.92,61.97,92.8,49.18,2.11,6,Female,Medium Risk
53.99,99.77,75.38,73.26,2.95,8,Female,Low Risk
76.67,87.05,2.2,91.21,3.44,5,Female,Low Risk
84.12,61.31,57.42,98.05,3.95,7,Female,Low Risk
53.39,77.19,37.89,58.75,3.86,3,Female,Medium Risk
89.7,66.76,77.04,47.15,2.78,2,Female,Low Risk
84.24,72.69,93.22,95.39,3.91,8,Female,Low Risk
67.42,92.83,85.31,92.77,2.45,3,Female,Low Risk
54.37,94.74,53.8,62.87,0.74,4,Female,Medium Risk
87.88,72.27,59.45,94.58,3.64,5,Male,Low Risk
66.82,17.84,11.83,16.25,2.03,8,Female,High Risk
96.48,80.5,88.88,91.42,3.19,3,Male,Low Risk
94.91,52.11,97.63,50.87,2.68,1,Male,Low Risk
89.38,59.31,50.3,88.83,2.23,5,Male,Medium Risk
77.58,79.1,99.93,56.56,3.32,3,Male,Low Risk
19.33,67.96,7.71,21.9,3.17,3,Female,High Risk
92.0,69.88,88.28,79.25,1.71,1,Female,Low Risk
96.27,93.8,65.81,57.07,2.63,8,Female,Low Risk
63.88,24.89,1.94,40.42,2.15,6,Female,High Risk
52.25,96.58,47.23,78.37,2.63,2,Female,Medium Risk
89.28,49.4,99.21,76.1,2.34,2,Male,Low Risk
61.32,81.11,68.56,67.35,2.45,1,Male,Medium Risk
68.23,49.46,74.78,80.6,3.72,4,Male,Low Risk
93.99,43.56,78.37,60.64,3.92,6,Male,Low Risk
87.42,95.67,64.23,78.24,3.63,4,Other,Low Risk
65.83,84.44,69.65,66.92,3.12,7,Male,Low Risk
54.18,46.59,96.85,83.7,2.4,8,Female,Medium Risk
16.25,30.31,17.12,67.71,0.1,3,Male,High Risk
59.86,81.55,80.6,82.43,3.41,2,Female,Low Risk
52.6,62.31,75.67,65.83,3.96,1,Female,Low Risk
65.82,50.57,59.82,53.07,2.95,1,Female,Medium Risk
2.27,9.0,72.24,46.19,0.65,8,Female,High Risk
80.77,51.91,76.77,73.79,2.63,7,Female,Medium Risk
73.66,66.4,63.9,77.9,2.4,2,Female,Medium Risk
65.76,56.54,91.31,72.34,3.9,4,Male,Low Risk
83.52,75.83,74.07,95.81,3.79,4,Male,Low Risk
99.7,57.11,97.86,80.86,3.29,7,Female,Low Risk
66.52,68.52,26.33,41.86,1.47,3,Female,High Risk
82.71,85.31,90.87,51.07,3.84,5,Female,Low Risk
73.56,62.94,79.51,64.88,3.12,1,Male,Low Risk
82.09,63.78,68.09,56.88,2.54,1,Female,Medium Risk
66.23,90.76,66.73,50.13,2.12,6,Male,Medium Risk
73.18,96.87,76.01,78.84,3.27,5,Female,Low Risk
85.26,82.99,83.02,59.88,2.66,5,Male,Low Risk
85.29,90.16,58.87,65.69,3.35,1,Male,Low Risk
81.11,71.81,84.37,53.94,3.38,7,Male,Low Risk
83.62,92.82,63.65,99.49,0.13,4,Other,Medium Risk
99.81,93.32,98.26,14.39,1.97,1,Other,Low Risk
79.11,97.08,80.19,56.56,2.74,1,Female,Low Risk
73.15,44.44,83.39,60.39,3.26,1,Male,Medium Risk
79.06,45.73,80.19,63.1,3.08,7,Male,Medium Risk
97.89,50.03,70.71,94.14,3.7,8,Other,Low Risk
57.05,94.47,81.44,55.3,2.93,4,Male,Low Risk
98.67,42.69,86.25,52.11,2.67,3,Male,Low Risk
69.08,69.91,77.41,87.63,2.16,1,Male,Medium Risk
67.99,92.62,89.04,96.05,2.8,1,Female,Low Risk
61.57,76.65,56.18,63.04,3.32,2,Male,Medium Risk
57.18,15.36,73.98,7.5,2.92,2,Other,High Risk
59.18,63.85,68.55,53.46,2.1,1,Female,Medium Risk
71.98,91.97,75.39,74.79,2.88,4,Male,Low Risk
68.98,63.75,77.9,50.32,2.12,3,Male,Medium Risk
72.78,46.94,95.46,74.48,2.48,2,Male,Medium Risk
58.7,48.04,84.48,71.73,3.96,3,Male,Low Risk
98.43,99.58,40.96,93.46,0.98,5,Male,Low Risk
93.17,41.74,71.79,19.68,2.14,4,Male,Medium Risk
20.99,20.1,78.2,67.19,2.59,4,Male,High Risk
11.85,21.68,27.46,40.13,2.12,5,Male,High Risk
96.16,43.28,50.72,83.4,2.39,1,Female,Medium Risk
58.48,85.97,95.09,59.14,3.93,4,Female,Low Risk
62.48,53.75,60.62,10.12,1.09,7,Female,High Risk
87.09,82.39,71.57,50.18,3.14,3,Male,Low Risk
84.88,71.1,58.36,85.62,3.25,5,Female,Low Risk
77.89,95.71,51.49,59.69,3.91,4,Female,Low Risk
88.93,73.73,56.18,96.57,3.33,6,Female,Low Risk
33.35,33.07,12.72,18.87,3.4,8,Female,High Risk
3.92,83.27,87.23,97.89,3.84,4,Female,Medium Risk
77.84,83.41,60.38,71.0,2.97,4,Male,Low Risk
66.76,51.58,83.12,96.7,3.5,4,Male,Low Risk
74.62,96.4,78.45,52.19,2.17,6,Male,Low Risk
90.56,81.53,7.78,80.25,3.32,5,Female,Low Risk
74.64,87.9,77.02,97.68,2.41,5,Female,Low Risk
52.78,80.99,65.64,71.19,3.01,1,Female,Medium Risk
87.45,79.16,43.19,11.86,1.49,8,Other,Medium Risk
68.31,91.95,29.91,32.16,3.42,3,Other,Medium Risk
99.23,94.97,90.3,89.31,2.08,3,Female,Low Risk
75.49,46.89,90.09,76.49,2.74,6,Female,Low Risk
84.34,53.63,87.67,59.99,2.03,6,Male,Medium Risk
98.0,97.34,53.5,64.69,2.12,2,Male,Low Risk
80.72,68.17,68.44,74.27,3.98,1,Male,Low Risk
67.86,62.66,74.68,74.69,3.85,2,Male,Low Risk
51.31,83.57,70.3,57.94,3.0,5,Female,Medium Risk
88.26,91.4,99.58,56.69,2.7,4,Male,Low Risk
71.4,88.6,55.89,93.04,2.75,3,Female,Low Risk
65.92,86.28,61.4,87.9,2.3,7,Male,Low Risk
12.28,83.11,15.33,17.93,2.4,6,Other,High Risk
82.46,93.22,57.65,99.25,2.23,2,Male,Low Risk
17.03,41.06,84.03,45.78,3.72,7,Male,Medium Risk
76.39,77.96,88.81,84.39,1.66,6,Female,Low Risk
78.78,71.53,97.73,93.83,2.34,3,Other,Low Risk
27.09,48.9,3.73,80.4,0.41,7,Male,High Risk
94.42,35.62,41.94,69.85,2.44,8,Female,Medium Risk
57.86,83.26,86.68,53.06,3.51,6,Female,Low Risk
63.82,80.9,86.4,95.19,3.67,1,Female,Low Risk
94.0,62.74,52.04,79.8,1.03,7,Other,Medium Risk
29.54,49.36,2.9,25.3,1.5,2,Female,High Risk
65.95,55.14,60.61,55.85,2.47,7,Male,Medium Risk
82.39,41.31,80.7,58.92,3.36,5,Male,Low Risk
73.96,72.44,73.8,7.4,0.25,1,Female,High Risk
98.77,75.07,97.51,97.73,3.59,7,Female,Low Risk
20.61,33.9,62.82,10.0,0.29,3,Male,High Risk
76.6,69.57,95.19,70.92,3.26,3,Female,Low Risk
94.25,40.78,68.87,72.52,3.61,8,Male,Low Risk
72.34,86.94,62.89,61.24,3.02,5,Other,Low Risk
26.59,96.92,77.88,71.69,1.8,6,Male,Medium Risk
74.92,96.72,58.85,58.09,3.9,5,Male,Low Risk
94.03,16.8,88.45,80.44,3.98,2,Female,Low Risk
73.44,77.29,42.9,46.02,3.92,1,Female,Low Risk
53.84,45.37,61.02,61.22,3.08,3,Female,Medium Risk
60.43,84.69,40.65,84.88,2.03,5,Male,Medium Risk
91.23,67.9,94.72,90.78,2.5,5,Female,Low Risk
89.23,24.67,92.3,51.8,1.04,1,Other,Medium Risk
60.18,85.76,93.49,89.43,3.53,2,Female,Low Risk
90.81,66.12,89.44,74.57,2.85,3,Female,Low Risk
72.89,93.54,92.31,66.43,3.39,2,Male,Low Risk
86.47,83.73,74.14,86.77,3.24,8,Male,Low Risk
66.78,12.94,27.52,13.87,1.13,3,Other,High Risk
63.52,77.15,87.61,54.24,3.83,5,Male,Low Risk
79.14,65.01,69.47,83.14,3.95,7,Male,Low Risk
59.79,82.56,55.22,58.83,3.39,2,Male,Medium Risk
86.69,75.8,62.54,89.18,3.94,2,Male,Low Risk
95.06,81.59,91.05,95.43,3.33,1,Male,Low Risk
99.67,47.45,60.21,93.91,2.01,6,Male,Low Risk
15.99,39.23,10.14,93.4,2.61,5,Male,High Risk
40.4,40.6,57.33,2.78,3.83,8,Male,Medium Risk
73.79,84.13,67.96,91.25,2.92,7,Female,Low Risk
62.43,62.31,82.31,62.1,3.13,8,Female,Medium Risk
97.77,45.54,83.7,65.04,3.27,1,Female,Low Risk
95.48,90.78,83.14,93.69,2.65,4,Female,Low Risk
19.79,7.89,95.22,89.26,2.62,6,Female,Medium Risk
97.89,91.27,51.76,59.85,2.31,4,Male,Low Risk
76.77,87.0,89.11,75.65,2.68,7,Male,Low Risk
86.37,49.19,75.64,78.23,3.53,6,Male,Low Risk
68.98,93.42,91.12,70.42,3.45,7,Male,Low Risk
83.38,78.14,50.64,79.27,3.24,7,Male,Low Risk
25.94,24.98,98.94,86.9,2.95,1,Male,Medium Risk
94.15,12.07,89.61,10.04,1.06,2,Other,High Risk
87.22,43.21,56.81,96.59,2.72,1,Female,Low Risk
96.95,71.54,75.88,68.91,3.87,1,Female,Low Risk
53.12,98.61,91.9,71.1,2.34,8,Male,Low Risk
77.89,86.28,92.6,99.34,2.18,5,Male,Low Risk
73.33,95.2,60.46,80.97,3.98,6,Female,Low Risk
53.1,71.71,55.07,50.34,3.89,8,Male,Medium Risk
62.6,88.67,60.36,95.21,3.12,1,Female,Low Risk
88.71,55.64,77.72,93.12,3.42,3,Female,Low Risk
87.34,65.47,54.33,69.08,3.52,8,Male,Low Risk
87.91,62.95,63.5,60.92,1.74,4,Male,Medium Risk
56.41,96.49,64.1,63.01,3.61,5,Male,Low Risk
99.27,91.15,52.07,86.91,2.93,1,Male,Low Risk
37.37,9.45,74.68,26.25,3.75,8,Male,High Risk
11.9,91.68,32.15,60.81,1.86,8,Female,High Risk
85.8,37.72,96.44,11.82,3.35,8,Other,Medium Risk
99.02,77.46,60.89,80.78,2.56,3,Female,Low Risk
5.8,42.35,0.06,78.62,0.66,1,Other,High Risk
62.85,95.89,72.73,64.55,2.45,8,Male,Low Risk
58.06,73.82,91.37,92.77,3.08,6,Female,Low Risk
78.31,58.61,59.53,59.92,3.35,3,Female,Low Risk
99.83,99.9,60.3,96.06,1.57,4,Female,Low Risk
9.83,10.03,76.34,6.44,0.27,6,Other,High Risk
77.83,82.2,67.1,61.3,2.92,1,Female,Low Risk
92.16,45.29,87.01,67.13,2.89,5,Female,Low Risk
95.7,67.45,70.43,59.18,2.79,2,Female,Low Risk
68.62,90.11,89.9,87.26,2.45,5,Male,Low Risk
64.6,73.44,67.3,33.21,3.31,4,Other,Medium Risk
46.33,87.29,81.46,52.88,3.8,3,Female,Low Risk
91.23,82.0,50.78,38.07,3.34,3,Male,Low Risk
85.96,87.86,40.21,71.36,2.55,3,Female,Low Risk
54.08,85.82,67.58,91.46,2.19,4,Female,Medium Risk
55.7,78.39,66.43,40.64,3.26,3,Male,Medium Risk
56.71,46.34,93.3,62.99,3.39,2,Female,Medium Risk
57.8,52.27,63.02,88.14,3.43,6,Male,Medium Risk
89.68,43.89,59.63,68.13,3.63,1,Male,Low Risk
55.19,82.81,72.31,86.29,3.26,3,Male,Low Risk
38.0,35.06,61.05,28.13,0.57,5,Other,High Risk
59.41,53.13,67.66,83.98,2.31,8,Female,Medium Risk
69.22,71.23,83.75,85.13,2.97,5,Male,Low Risk
84.0,36.29,67.05,64.2,3.66,8,Other,Low Risk
66.39,43.53,53.89,99.02,3.47,1,Female,Medium Risk
29.14,46.28,70.57,87.2,2.63,4,Other,Medium Risk
41.53,27.35,1.56,20.66,1.25,5,Male,High Risk
93.66,73.11,69.86,56.45,2.94,1,Male,Low Risk
82.28,46.65,69.25,99.1,2.41,1,Male,Low Risk
71.67,80.15,96.96,82.38,3.27,1,Other,Low Risk
3.19,82.52,50.6,32.66,0.05,6,Male,High Risk
53.36,68.42,72.9,65.74,3.32,4,Male,Medium Risk
87.96,62.64,83.11,72.17,2.89,4,Male,Low Risk
68.63,95.81,82.06,52.36,2.62,6,Male,Low Risk
51.15,43.19,64.25,97.48,3.99,3,Male,Low Risk
93.29,20.39,52.85,83.28,1.21,8,Female,Medium Risk
28.03,81.07,1.92,17.43,3.31,7,Female,High Risk
83.59,7.51,73.98,98.84,3.39,1,Female,Medium Risk
70.32,13.21,2.66,48.85,2.29,5,Other,High Risk
69.22,61.34,72.19,94.38,3.7,1,Female,Low Risk
50.38,95.24,83.48,62.77,3.02,4,Male,Low Risk
75.06,59.76,80.72,74.78,3.72,3,Male,Low Risk
52.72,84.85,67.67,80.62,2.23,7,Male,Medium Risk
57.29,74.81,88.11,77.42,3.32,8,Female,Low Risk
52.24,66.14,50.41,93.81,2.21,7,Male,Medium Risk
76.09,44.48,79.43,62.03,3.8,1,Female,Low Risk
70.93,86.49,58.16,64.38,2.92,5,Female,Low Risk
64.81,50.77,73.26,82.78,3.09,5,Male,Medium Risk
23.67,24.94,57.12,41.63,0.2,1,Female,High Risk
88.84,75.28,85.08,97.99,3.84,1,Male,Low Risk
55.64,53.28,92.47,21.44,3.71,1,Male,Medium Risk
84.22,49.31,95.31,79.19,3.66,4,Female,Low Risk
6.76,47.41,84.03,7.03,0.07,8,Male,High Risk
74.36,2.31,97.92,37.71,2.88,8,Other,Medium Risk
65.13,52.22,79.13,59.67,3.87,5,Male,Low Risk
84.16,86.71,61.09,50.7,3.95,7,Male,Low Risk
85.09,78.98,83.58,80.43,3.22,7,Female,Low Risk
78.55,7.46,20.29,90.96,2.29,1,Female,Medium Risk
99.5,99.06,92.83,85.94,3.12,4,Male,Low Risk
84.51,52.0,80.89,57.24,2.69,4,Male,Medium Risk
85.76,45.9,83.52,76.57,2.68,6,Male,Low Risk
81.38,44.03,95.38,98.08,2.14,8,Female,Low Risk
99.83,86.5,96.8,91.53,2.44,7,Female,Low Risk
80.72,61.08,98.61,87.78,3.66,2,Female,Low Risk
84.24,94.75,97.56,22.66,1.98,3,Other,Low Risk
79.66,5.54,67.47,86.45,1.99,2,Male,Medium Risk
71.27,97.2,52.28,91.98,3.68,5,Female,Low Risk
57.87,58.43,86.31,77.84,2.28,2,Male,Medium Risk
15.4,42.28,61.97,93.29,3.92,6,Male,Medium Risk
61.66,74.5,71.63,96.9,2.86,2,Female,Low Risk
89.25,74.96,99.18,53.14,2.64,2,Male,Low Risk
91.42,99.82,55.04,50.93,2.49,3,Female,Low Risk
87.51,63.67,67.28,75.91,3.51,4,Male,Low Risk
90.17,41.48,73.78,89.9,3.96,3,Female,Low Risk
70.36,82.01,46.54,98.72,3.52,1,Male,Low Risk
97.79,27.98,30.7,12.71,3.02,5,Other,Medium Risk
74.29,89.16,83.9,96.9,3.19,7,Other,Low Risk
87.56,48.71,63.05,54.41,2.1,3,Female,Medium Risk
93.13,45.24,95.04,62.57,2.37,5,Female,Low Risk
96.62,98.17,99.52,90.06,2.36,4,Female,Low Risk
78.37,46.15,82.07,85.2,2.08,8,Female,Medium Risk
51.45,58.62,65.4,95.93,3.74,4,Female,Low Risk
89.34,62.36,83.29,84.74,2.29,4,Male,Low Risk
83.61,57.85,72.2,70.86,3.97,6,Male,Low Risk
81.92,98.18,97.57,76.07,2.1,3,Female,Low Risk
87.39,53.42,64.47,58.65,3.85,6,Female,Low Risk
78.7,51.25,68.7,55.15,3.53,2,Female,Low Risk
52.19,19.7,7.64,20.23,0.22,6,Male,High Risk
89.03,52.68,58.56,80.76,3.22,5,Female,Low Risk
57.16,74.63,89.79,99.6,2.11,4,Female,Low Risk
77.95,64.56,96.71,88.28,2.51,7,Female,Low Risk
87.67,78.14,76.75,76.96,3.92,7,Female,Low Risk
71.76,68.31,59.59,50.09,3.47,2,Female,Medium Risk
63.1,53.84,91.4,80.13,3.53,1,Other,Low Risk
53.26,89.75,99.62,83.89,2.7,2,Male,Low Risk
5.82,79.14,80.8,2.29,3.79,7,Female,Medium Risk
95.0,48.33,10.82,68.78,3.85,4,Other,Medium Risk
70.79,78.44,96.57,62.96,2.59,3,Male,Low Risk
97.97,92.28,95.17,56.57,3.57,7,Female,Low Risk
79.17,43.44,66.76,99.24,3.72,2,Male,Low Risk
77.19,97.75,72.92,54.87,3.8,8,Female,Low Risk
54.57,54.01,70.68,88.77,3.04,5,Female,Medium Risk
85.22,83.24,73.03,80.18,3.74,5,Female,Low Risk
78.75,90.2,68.83,6.13,3.38,6,Female,Low Risk
53.99,91.65,91.48,55.74,2.05,3,Male,Medium Risk
95.71,98.67,74.12,53.11,2.67,1,Female,Low Risk
90.45,90.77,93.4,93.41,3.61,7,Female,Low Risk
73.68,81.66,69.2,58.02,2.19,8,Female,Medium Risk
84.51,99.67,61.64,67.59,3.18,6,Male,Low Risk
65.96,81.51,10.28,90.94,3.98,3,Other,Low Risk
54.97,47.49,77.06,84.92,2.96,3,Male,Medium Risk
52.92,6.11,83.32,2.73,0.55,7,Other,High Risk
56.9,45.29,83.07,95.34,2.41,1,Female,Medium Risk
82.28,71.39,75.45,63.5,2.8,7,Male,Low Risk
67.4,80.63,63.82,57.68,3.06,7,Female,Low Risk
94.76,23.89,40.68,81.35,1.77,6,Male,Medium Risk
92.46,98.29,91.62,75.98,3.53,4,Male,Low Risk
86.64,80.06,92.67,78.56,1.78,7,Female,Low Risk
72.23,73.16,52.58,75.85,3.75,2,Male,Low Risk
78.0,25.45,78.33,42.22,3.1,8,Male,Medium Risk
72.89,95.37,73.44,26.88,3.51,1,Other,Low Risk
50.86,55.42,60.82,90.62,2.59,1,Female,Medium Risk
98.28,89.25,52.14,62.64,1.76,6,Male,Low Risk
83.69,43.62,73.7,51.87,2.57,8,Female,Medium Risk
84.53,51.11,55.59,68.89,3.61,3,Female,Low Risk
68.41,57.04,89.89,65.62,3.84,3,Female,Low Risk
66.61,56.39,92.57,87.32,3.69,6,Male,Low Risk
60.0,15.2,65.49,43.82,1.34,5,Male,High Risk
63.61,70.2,68.39,55.13,2.61,3,Female,Medium Risk
81.67,86.49,75.73,51.37,2.54,5,Male,Low Risk
86.38,4.12,14.53,14.64,2.41,3,Other,High Risk
97.08,54.21,53.89,96.44,3.72,1,Male,Low Risk
80.39,66.7,69.71,75.84,3.72,4,Female,Low Risk
66.35,53.14,74.73,90.21,3.04,4,Male,Low Risk
52.13,47.3,76.63,55.3,3.93,2,Male,Medium Risk
45.16,88.99,76.55,99.58,3.15,5,Other,Low Risk
68.99,35.68,6.73,40.28,1.04,6,Male,High Risk
55.51,95.39,79.16,57.51,3.48,3,Male,Low Risk
51.26,57.39,89.73,98.56,3.11,2,Male,Low Risk
41.84,60.32,95.58,53.85,2.92,5,Other,Medium Risk
95.65,67.67,60.93,52.97,2.48,1,Female,Low Risk
91.87,24.87,88.66,9.75,2.59,1,Other,Medium Risk
94.93,70.03,94.84,66.8,2.49,5,Female,Low Risk
76.91,99.36,40.4,80.22,2.94,2,Male,Low Risk
86.96,90.9,53.59,87.91,2.38,8,Male,Low Risk
80.62,54.69,95.18,37.29,3.46,3,Female,Low Risk
66.91,41.69,76.01,53.56,3.96,3,Male,Medium Risk
53.49,78.1,90.85,82.64,2.27,2,Female,Medium Risk
77.43,63.75,72.9,61.6,2.46,7,Female,Medium Risk
93.56,62.44,47.59,62.09,1.65,5,Female,Medium Risk
22.55,20.21,71.25,50.14,2.4,1,Other,High Risk
70.03,96.89,90.22,78.02,2.29,3,Female,Low Risk
90.03,80.49,92.74,15.28,2.02,8,Female,Medium Risk
53.26,61.92,59.3,86.82,3.23,1,Male,Medium Risk
71.37,58.46,52.84,58.65,3.61,5,Female,Medium Risk
56.58,65.11,63.0,99.43,3.79,4,Male,Low Risk
70.26,41.11,92.17,68.75,2.84,3,Male,Medium Risk
92.3,90.4,27.13,62.34,3.46,6,Other,Low Risk
83.69,84.8,69.82,73.79,3.57,8,Male,Low Risk
64.61,95.8,86.78,98.14,1.29,5,Female,Low Risk
74.97,86.25,56.91,82.74,2.24,3,Female,Low Risk
59.78,44.19,24.45,88.28,1.5,1,Female,Medium Risk
56.22,98.69,92.36,93.19,3.31,7,Female,Low Risk
68.98,76.96,48.33,73.33,3.67,3,Other,Low Risk
37.86,38.52,33.9,32.79,0.36,5,Male,High Risk
90.58,76.38,73.7,60.08,3.18,7,Male,Low Risk
75.85,62.9,54.94,50.79,2.61,5,Female,Medium Risk
86.72,72.93,56.18,65.64,2.9,6,Female,Low Risk
88.98,30.85,79.95,94.02,2.58,1,Male,Low Risk
55.0,71.85,88.38,67.85,2.06,7,Female,Medium Risk
81.19,12.86,61.62,77.38,1.25,3,Male,Medium Risk
64.23,36.94,47.27,48.91,0.96,6,Male,High Risk
47.63,50.88,71.8,26.33,3.42,3,Male,Medium Risk
62.68,90.2,89.3,78.45,2.74,8,Male,Low Risk
73.36,83.67,56.7,80.27,3.96,5,Female,Low Risk
24.5,0.54,53.48,11.66,1.15,3,Female,High Risk
76.24,90.69,56.17,50.8,3.04,2,Male,Low Risk
97.06,92.76,81.41,64.96,2.13,7,Female,Low Risk
94.48,81.95,82.78,62.67,2.78,5,Female,Low Risk
71.84,73.24,98.24,62.53,2.71,6,Male,Low Risk
