attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,performance_score,AcademicRisk
72.56,94.96,60.2,87.91,3.2,1,Other,79.35,Low Risk
41.23,75.96,23.07,90.58,2.0,2,Other,55.05,Medium Risk
73.08,69.85,89.69,67.3,3.2,5,Other,75.79,Low Risk
21.61,73.83,85.54,89.82,1.56,6,Male,56.22,Medium Risk
87.62,36.91,43.41,84.28,0.64,3,Female,52.44,Medium Risk
59.92,92.45,86.88,26.14,3.54,7,Female,72.55,Low Risk
38.43,86.82,53.7,65.53,3.13,8,Other,64.42,Medium Risk
44.87,17.16,12.29,58.71,2.02,8,Other,37.92,High Risk
79.98,45.01,42.86,36.18,1.54,6,Female,50.48,Medium Risk
37.65,86.93,89.62,67.8,3.34,8,Male,71.29,Low Risk
26.5,35.5,95.73,10.43,0.73,5,Female,34.21,High Risk
37.37,9.45,74.68,26.25,3.75,8,Male,49.81,High Risk
95.82,58.97,66.26,57.37,3.93,5,Male,78.86,Low Risk
2.32,40.01,87.51,61.02,1.78,2,Other,41.99,High Risk
49.17,78.17,72.29,99.37,1.75,7,Female,64.61,Medium Risk
74.6,11.89,76.14,20.81,3.51,5,Male,57.51,Medium Risk
57.64,84.82,90.58,30.84,3.28,6,Other,70.09,Low Risk
76.91,90.67,61.37,69.25,2.35,4,Female,71.64,Low Risk
34.27,55.15,79.0,23.4,3.86,5,Female,59.08,Medium Risk
71.52,97.8,54.96,69.22,1.57,4,Other,65.88,Medium Risk
80.62,47.7,19.23,84.48,1.47,2,Male,54.44,Medium Risk
67.81,97.04,39.82,67.85,3.15,2,Other,72.2,Low Risk
47.37,74.24,99.22,27.58,1.29,5,Female,53.77,Medium Risk
60.91,96.26,9.08,70.32,2.77,3,Other,63.7,Medium Risk
30.17,48.7,0.36,85.98,1.22,8,Female,37.86,High Risk
1.07,20.91,52.51,16.38,0.66,4,Other,18.91,High Risk
89.76,82.0,52.44,70.58,0.42,1,Male,59.92,Medium Risk
33.78,27.21,15.1,13.95,2.85,8,Male,36.06,High Risk
40.81,11.73,66.08,59.22,2.59,2,Female,47.53,High Risk
93.56,62.44,47.59,62.09,1.65,5,Female,62.64,Medium Risk
34.82,63.94,52.01,12.9,3.48,8,Female,52.98,Medium Risk
18.94,28.6,96.44,9.43,3.47,2,Other,48.02,High Risk
36.35,74.52,85.81,34.11,3.2,6,Male,61.98,Medium Risk
88.21,10.74,57.43,15.57,2.74,7,Other,52.28,Medium Risk
55.56,0.76,18.87,93.13,2.42,6,Other,45.97,High Risk
94.25,95.07,41.12,66.74,1.83,6,Other,70.19,Low Risk
66.2,63.06,93.99,96.13,2.72,6,Other,74.68,Low Risk
73.11,75.32,39.1,69.05,0.95,6,Male,55.5,Medium Risk
53.39,77.19,37.89,58.75,3.86,3,Female,67.41,Medium Risk
81.39,74.46,45.29,92.69,1.58,4,Female,65.81,Medium Risk
50.23,73.05,66.05,70.78,3.79,1,Male,71.38,Low Risk
36.12,65.8,38.9,90.17,2.57,8,Female,57.61,Medium Risk
10.77,95.35,90.62,82.64,3.57,2,Male,70.06,Low Risk
50.68,92.54,99.02,35.92,0.5,8,Female,54.54,Medium Risk
91.9,89.26,88.67,47.9,0.68,3,Female,65.56,Medium Risk
0.73,27.8,70.3,63.38,3.93,7,Female,50.36,Medium Risk
97.84,95.41,11.59,63.6,2.76,4,Other,72.07,Low Risk
93.96,53.88,74.49,52.08,3.47,6,Other,74.94,Low Risk
73.71,27.31,23.5,29.92,3.52,8,Female,53.9,Medium Risk
16.32,56.33,36.81,62.62,3.65,4,Male,53.07,Medium Risk
43.06,8.19,27.57,65.55,1.23,6,Other,34.06,High Risk
99.93,57.86,80.87,74.43,3.42,7,Other,81.22,Low Risk
81.97,81.29,38.98,78.14,0.82,8,Female,59.44,Medium Risk
87.39,93.92,93.15,81.71,1.11,5,Female,73.8,Low Risk
94.38,70.08,96.59,84.62,3.27,7,Other,85.23,Low Risk
48.77,78.65,68.56,80.81,3.94,3,Female,74.95,Low Risk
63.42,19.01,12.35,96.91,2.63,8,Other,52.48,Medium Risk
82.74,59.35,59.14,33.86,1.79,7,Other,57.69,Medium Risk
82.09,69.49,74.88,26.47,2.57,4,Male,65.69,Medium Risk
77.89,53.11,27.12,91.45,3.54,1,Female,70.0,Low Risk
56.3,47.29,65.51,21.01,3.92,7,Male,61.01,Medium Risk
42.7,70.78,66.53,21.7,1.21,4,Female,45.63,High Risk
15.54,87.43,28.32,56.15,3.17,5,Other,53.85,Medium Risk
70.05,78.84,84.02,83.95,3.18,2,Other,78.35,Low Risk
77.03,54.5,87.41,65.08,3.97,1,Other,77.84,Low Risk
54.97,81.33,54.97,96.17,3.41,7,Female,73.99,Low Risk
50.93,2.04,50.3,85.6,2.84,2,Other,51.28,Medium Risk
77.7,89.66,51.93,3.53,2.84,8,Other,63.43,Medium Risk
64.81,48.35,43.94,11.21,2.07,3,Male,47.08,High Risk
35.33,78.75,83.21,82.12,1.67,4,Male,59.82,Medium Risk
53.55,91.08,10.31,14.97,1.53,7,Female,44.96,High Risk
95.29,57.94,85.59,79.92,3.09,8,Other,79.55,Low Risk
9.49,9.84,61.09,52.59,1.82,1,Other,32.77,High Risk
85.41,79.61,9.83,97.7,0.06,8,Female,53.78,Medium Risk
33.36,68.73,4.9,82.58,3.99,1,Other,60.15,Medium Risk
47.39,98.66,9.38,41.24,3.5,1,Male,61.05,Medium Risk
1.74,11.44,27.17,15.99,2.93,1,Male,27.51,High Risk
1.38,24.83,45.65,39.41,3.24,1,Female,38.32,High Risk
98.72,96.44,98.42,82.39,2.0,3,Other,83.59,Low Risk
71.69,47.72,28.82,55.0,1.46,2,Other,49.16,High Risk
38.59,19.7,26.19,62.7,1.55,2,Female,36.61,High Risk
82.79,61.26,79.1,40.0,3.65,4,Other,73.63,Low Risk
83.08,60.21,85.58,14.67,3.81,2,Other,71.66,Low Risk
56.74,39.72,44.5,6.31,3.88,3,Male,54.0,Medium Risk
75.74,46.52,86.85,73.49,3.9,6,Other,76.66,Low Risk
22.17,41.75,20.18,95.35,3.98,7,Female,56.1,Medium Risk
85.08,72.12,95.92,89.47,3.73,2,Female,86.81,Low Risk
22.07,10.56,52.48,90.72,1.25,4,Other,36.92,High Risk
17.44,83.14,32.47,93.44,2.28,5,Female,54.12,Medium Risk
98.39,81.29,92.79,48.75,3.66,8,Other,84.96,Low Risk
92.79,53.44,40.21,10.93,2.36,2,Other,56.31,Medium Risk
82.81,92.54,40.33,44.89,3.93,2,Other,76.56,Low Risk
99.57,74.97,44.16,73.17,3.44,6,Male,78.99,Low Risk
63.31,18.96,91.94,10.31,0.03,3,Other,35.14,High Risk
63.83,51.49,85.1,43.14,3.28,7,Other,65.99,Medium Risk
77.6,59.22,86.92,82.08,2.47,5,Female,72.03,Low Risk
82.37,9.72,6.33,75.86,2.15,1,Female,48.3,High Risk
5.88,74.14,84.01,92.04,0.41,6,Other,45.27,High Risk
63.7,29.44,8.88,82.77,3.77,8,Other,59.12,Medium Risk
79.32,15.55,55.69,81.37,0.64,3,Male,47.5,High Risk
56.6,70.02,97.79,67.3,3.48,1,Male,74.67,Low Risk
80.98,73.96,76.41,42.93,3.84,4,Male,76.94,Low Risk
75.44,89.74,28.72,60.33,3.37,4,Male,71.23,Low Risk
35.84,61.63,35.16,74.63,3.21,2,Other,57.82,Medium Risk
93.67,18.79,10.73,49.76,2.08,1,Female,49.25,High Risk
96.98,98.46,28.82,73.38,3.0,6,Female,78.02,Low Risk
16.03,61.04,79.09,82.19,1.24,8,Female,48.16,High Risk
23.6,76.32,93.0,49.79,2.57,1,Other,58.65,Medium Risk
4.74,28.66,13.98,44.11,1.66,5,Female,26.01,High Risk
39.96,81.39,70.69,71.3,3.92,6,Female,72.07,Low Risk
20.7,93.17,40.42,88.76,2.42,6,Female,58.31,Medium Risk
20.05,87.36,20.16,70.67,3.05,2,Male,55.17,Medium Risk
68.71,7.92,90.78,64.31,1.83,7,Female,53.46,Medium Risk
91.38,92.54,29.82,84.03,2.14,1,Other,71.81,Low Risk
39.83,89.62,92.69,97.28,3.07,7,Male,75.56,Low Risk
13.21,90.19,54.68,28.51,3.51,2,Male,55.76,Medium Risk
91.03,20.25,54.21,70.14,3.81,5,Female,69.27,Medium Risk
95.92,78.9,90.24,46.94,2.1,3,Female,73.46,Low Risk
46.22,32.69,30.55,25.09,1.46,1,Male,35.56,High Risk
52.29,90.95,91.84,69.69,3.91,3,Male,79.93,Low Risk
55.37,98.14,11.96,75.69,1.34,3,Male,54.99,Medium Risk
4.0,91.79,40.69,32.81,0.35,7,Female,32.57,High Risk
30.83,12.73,55.02,70.5,0.28,4,Female,30.83,High Risk
41.65,92.48,89.14,73.5,2.88,3,Male,71.3,Low Risk
8.5,83.61,93.3,22.62,2.1,6,Other,49.36,High Risk
99.7,45.8,30.28,98.07,2.67,7,Male,70.03,Low Risk
43.46,18.18,33.15,39.74,2.49,3,Other,41.0,High Risk
10.64,96.51,59.89,41.57,2.36,3,Male,51.93,Medium Risk
30.3,22.21,19.68,37.39,2.42,5,Other,35.7,High Risk
2.27,9.0,72.24,46.19,0.65,8,Female,24.19,High Risk
98.51,84.43,40.76,87.59,1.74,7,Other,71.64,Low Risk
96.06,72.18,91.79,98.42,1.41,3,Female,75.8,Low Risk
29.6,37.13,40.49,76.0,3.09,1,Male,51.61,Medium Risk
93.24,65.51,10.3,14.67,2.54,6,Male,56.03,Medium Risk
82.42,55.08,61.85,5.89,0.81,8,Female,46.84,High Risk
86.38,4.12,14.53,14.64,2.41,3,Other,41.86,High Risk
84.53,94.52,66.91,74.41,2.48,2,Male,76.73,Low Risk
29.33,71.76,67.41,74.71,0.25,3,Other,44.56,High Risk
50.02,87.06,83.48,1.0,1.64,8,Other,52.84,Medium Risk
0.24,52.46,19.47,72.42,3.85,1,Male,48.4,High Risk
83.72,4.69,17.44,4.85,0.77,5,Male,30.02,High Risk
34.5,71.15,12.2,72.46,3.1,4,Female,54.93,Medium Risk
98.02,43.98,37.46,97.32,3.77,2,Other,77.08,Low Risk
96.86,87.17,51.48,94.05,3.25,6,Female,83.79,Low Risk
8.6,17.63,17.53,82.31,1.59,6,Other,30.59,High Risk
55.45,37.74,14.57,99.77,2.47,3,Female,54.0,Medium Risk
48.87,60.03,23.09,37.85,3.46,3,Male,54.99,Medium Risk
71.48,70.21,96.23,77.18,2.25,2,Female,71.99,Low Risk
43.63,77.46,3.48,65.23,3.29,3,Male,57.27,Medium Risk
56.56,85.29,67.01,28.85,3.9,2,Female,69.95,Medium Risk
73.21,75.15,19.08,34.91,1.57,4,Other,51.24,Medium Risk
63.47,99.46,58.74,76.77,3.7,5,Male,79.21,Low Risk
45.64,38.63,36.16,39.15,0.36,6,Male,32.68,High Risk
16.16,58.61,11.88,78.91,1.13,6,Other,36.44,High Risk
99.51,88.65,19.88,55.74,3.94,4,Female,78.58,Low Risk
43.68,95.76,50.92,46.95,2.99,7,Female,63.44,Medium Risk
77.66,81.05,71.17,10.28,1.9,5,Female,59.72,Medium Risk
92.55,68.3,70.64,3.21,3.72,7,Male,71.12,Low Risk
37.91,51.7,74.17,73.11,3.13,8,Female,61.47,Medium Risk
83.89,82.41,62.22,93.96,1.8,6,Female,72.13,Low Risk
89.0,97.6,84.45,13.96,2.56,1,Other,72.53,Low Risk
96.11,71.96,59.3,84.89,2.18,2,Male,73.67,Low Risk
7.0,17.06,62.29,30.57,0.86,7,Male,24.47,High Risk
63.79,98.76,89.5,67.12,3.17,8,Male,79.0,Low Risk
95.4,86.62,40.15,60.72,3.97,6,Female,81.12,Low Risk
78.81,36.84,24.49,57.0,0.05,7,Female,39.61,High Risk
82.68,55.8,57.67,88.7,3.45,8,Female,75.35,Low Risk
99.97,62.81,6.62,56.24,1.33,1,Male,55.3,Medium Risk
70.21,99.77,60.17,14.07,3.89,5,Male,72.96,Low Risk
97.24,59.15,94.73,76.97,2.27,7,Other,76.08,Low Risk
86.72,78.0,44.74,90.9,3.28,3,Male,78.13,Low Risk
10.68,42.51,65.2,49.82,0.66,8,Female,32.55,High Risk
77.74,67.23,77.62,69.37,0.54,4,Female,58.3,Medium Risk
73.17,99.15,80.2,3.97,3.25,7,Other,71.06,Low Risk
54.57,43.14,75.79,84.79,0.8,4,Male,51.36,Medium Risk
45.51,51.52,79.42,22.45,2.84,8,Other,54.71,Medium Risk
5.98,35.97,29.8,21.93,2.82,4,Female,34.07,High Risk
65.27,75.37,92.6,75.38,2.93,6,Other,74.9,Low Risk
6.87,85.62,19.19,3.31,2.29,6,Male,36.53,High Risk
69.31,84.86,34.94,70.94,0.63,3,Other,54.12,Medium Risk
50.68,2.31,12.99,51.83,1.24,5,Other,30.6,High Risk
97.88,39.21,67.94,56.71,3.56,3,Other,73.26,Low Risk
88.24,99.58,40.35,71.69,2.75,5,Male,75.97,Low Risk
94.57,72.81,97.02,75.69,3.92,4,Female,88.61,Low Risk
32.16,82.77,77.08,50.03,3.07,3,Male,62.85,Medium Risk
38.97,16.09,27.58,87.98,1.9,2,Female,42.17,High Risk
96.25,79.03,28.89,78.08,2.82,2,Other,73.54,Low Risk
59.0,11.08,7.95,75.08,1.17,3,Other,36.73,High Risk
95.2,82.02,55.4,62.58,3.68,3,Male,80.9,Low Risk
16.29,68.46,33.95,95.49,0.97,2,Male,43.24,High Risk
1.89,45.5,61.81,46.04,0.52,4,Female,29.0,High Risk
67.77,73.7,30.0,87.46,1.22,4,Male,56.93,Medium Risk
90.66,87.74,44.72,56.52,2.54,2,Male,71.27,Low Risk
5.8,42.35,0.06,78.62,0.66,1,Other,25.85,High Risk
69.7,82.95,16.25,49.7,2.67,7,Male,60.59,Medium Risk
55.48,79.78,74.39,98.51,3.24,6,Female,76.01,Low Risk
72.81,87.52,69.43,80.51,2.29,3,Other,72.51,Low Risk
6.34,93.86,86.69,21.42,2.8,1,Female,54.07,Medium Risk
81.96,55.54,94.71,74.95,3.08,6,Female,76.3,Low Risk
37.21,7.18,22.01,46.68,3.96,4,Other,45.79,High Risk
94.75,36.63,73.85,40.31,2.25,2,Other,62.2,Medium Risk
27.98,51.91,11.75,88.46,0.7,8,Male,36.78,High Risk
72.97,58.59,56.12,95.19,3.45,1,Other,74.22,Low Risk
92.32,26.89,83.79,59.32,3.44,5,Male,71.42,Low Risk
52.09,37.69,59.98,95.88,3.15,3,Female,63.63,Medium Risk
20.04,10.72,82.53,46.03,3.53,2,Male,48.5,High Risk
81.19,12.86,61.62,77.38,1.25,3,Male,51.53,Medium Risk
13.39,29.69,8.64,42.79,0.67,1,Female,21.19,High Risk
79.89,99.53,56.25,96.43,2.65,1,Male,79.34,Low Risk
54.37,94.74,53.8,62.87,0.74,7,Female,54.67,Medium Risk
60.52,41.0,31.65,91.61,1.37,6,Male,50.38,Medium Risk
59.76,18.43,84.65,57.9,1.61,1,Male,50.07,Medium Risk
78.06,32.46,69.46,19.52,1.91,6,Male,51.29,Medium Risk
33.24,88.35,13.58,84.96,1.02,6,Other,47.14,High Risk
